symbol,ub_symbol,sub.uniport,ub.uniport,ub.type
SPT23,RSP5,P35210,P39940,E3
RPB7,RSP5,P34087,P39940,E3
YPR084W,RSP5,Q06821,P39940,E3
MGA2,RSP5,P40578,P39940,E3
ENT2,RSP5,Q05785,P39940,E3
MUP1,RSP5,P50276,P39940,E3
TRM1,RSP5,P15565,P39940,E3
PHO91,RSP5,P27514,P39940,E3
SIT1,RSP5,P39980,P39940,E3
ARN1,RSP5,P38731,P39940,E3
MAL11,RSP5,P53048,P39940,E3
RIM4,RSP5,P38741,P39940,E3
NKP2,RSP5,Q06162,P39940,E3
EAR1,RSP5,Q03212,P39940,E3
YLR326W,RSP5,Q06170,P39940,E3
RCR2,RSP5,Q03446,P39940,E3
CPS1,RSP5,P27614,P39940,E3
HXT7,RSP5,P39004,P39940,E3
ALY2,RSP5,P47029,P39940,E3
RNR2,RSP5,P09938,P39940,E3
YHR131C,RSP5,P38835,P39940,E3
EGD2,RSP5,P38879,P39940,E3
NSL1,RSP5,Q12143,P39940,E3
BUL1,RSP5,P48524,P39940,E3
GPA1,RSP5,P08539,P39940,E3
ECM21,RSP5,P38167,P39940,E3
TAT1,RSP5,P38085,P39940,E3
BSC5,RSP5,P53755,P39940,E3
YLH47,RSP5,Q06493,P39940,E3
RFA1,RSP5,P22336,P39940,E3
PPN1,RSP5,Q04119,P39940,E3
RVS167,RSP5,P39743,P39940,E3
ALG6,RSP5,Q12001,P39940,E3
CSR2,RSP5,Q12734,P39940,E3
PUT4,RSP5,P15380,P39940,E3
RCR1,RSP5,P38212,P39940,E3
MCA1,RSP5,Q08601,P39940,E3
SMF1,RSP5,P38925,P39940,E3
PMA1,RSP5,P05030,P39940,E3
DIA1,RSP5,P54005,P39940,E3
SLA2,RSP5,P33338,P39940,E3
NPL3,RSP5,Q01560,P39940,E3
ARR3,RSP5,Q06598,P39940,E3
ALR1,RSP5,Q08269,P39940,E3
HXT6,RSP5,P39003,P39940,E3
MAL61,RSP5,P15685,P39940,E3
SGT1,RSP5,Q08446,P39940,E3
PEP4,RSP5,P07267,P39940,E3
GAP1,RSP5,P19145,P39940,E3
TAT2,RSP5,P38967,P39940,E3
YPQ1,RSP5,Q12010,P39940,E3
NTG2,RSP5,Q08214,P39940,E3
YDL012C,RSP5,Q12489,P39940,E3
SNC1,RSP5,P31109,P39940,E3
FUR4,RSP5,P05316,P39940,E3
ART5,RSP5,P53244,P39940,E3
SEC61,RSP5,P32915,P39940,E3
TRE1,RSP5,Q08919,P39940,E3
SIP5,RSP5,P40210,P39940,E3
RPO21,RSP5,P04050,P39940,E3
CDC3,RSP5,P32457,P39940,E3
PHO87,RSP5,P25360,P39940,E3
URA7,SAF1,P28274,P38352,E3
AAH1,SAF1,P53909,P38352,E3
SIR4,SAN1,P11978,P22470,E3
SPT16,SAN1,P32558,P22470,E3
SAM35,SAN1,P14693,P22470,E3
SIR3,SAN1,P06701,P22470,E3
CDC13,SAN1,P32797,P22470,E3
MEX67,SAN1,Q99257,P22470,E3
SKP2,SKP2,P42843,P42843,E3
MOT1,SLX8,P32333,P40072,E3
MATALPHA2,SSM4,P0CY08,P40318,E3
MPS2,SSM4,A6ZUA4,P40318,E3
STE6,SSM4,P12866,P40318,E3
UBC6,SSM4,P33296,P40318,E3
URA3,SSM4,P03962,P40318,E3
CBF2,SSM4,P32504,P40318,E3
MPS2,SSM4,P53159,P40318,E3
PMA1,SSM4,P05030,P40318,E3
NAB2,TOM1,P32505,Q03280,E3
TRA1,TOM1,P38811,Q03280,E3
YRA1,TOM1,Q12159,Q03280,E3
SPT7,TOM1,P35177,Q03280,E3
TLG1,TUL1,Q03322,P36096,E3
PPN1,TUL1,Q04119,P36096,E3
PEP12,TUL1,P32854,P36096,E3
CPS1,TUL1,P27614,P36096,E3
YSH1,UBC4,Q06224,P15731,E3
SEN2,UBR1,P16658,P19812,E3
CUP9,UBR1,P41817,P19812,E3
RPN4,UBR2,Q03465,Q07963,E3
UCC1,UCC1,Q05947,Q05947,E3
SPT23,UFD2,P35210,P54860,E3
SSK1,UFD4,Q07084,P33202,E3
CUE1,UFD4,P38428,P33202,E3
UBC7,UFD4,Q02159,P33202,E3
RAD4,UFD4,P14736,P33202,E3
UFO1,UFO1,Q04511,Q04511,E3
RAD30,UFO1,Q04049,Q04511,E3
HO,UFO1,P09932,Q04511,E3
YDR306C,YDR306C,Q06640,Q06640,E3
RAG1,RAG1,Q867B5,Q867B5,E3
CASR,RNF19A,O62714,Q2VJ60,E3
SRE1,HRD1,Q9UUD1,O74757,E3
ZIP1,POF1,Q10424,P87053,E3
CDC18,POP2#POP1,P41411,O14170#P87060,E3
RUM1,POP2#POP1,P40380,O14170#P87060,E3
CDC25,PUB1,P06652,Q92462,E3
IKBKG,IPAH9.8,Q9Y6K9,Q8VSC3,E3
GBP1,IPAH9.8,P32455,Q8VSC3,E3
AGO9,ORF0,Q84VQ0,P09504,E3
CDH1,CBLL1,P30944,Q4V7X9,E3
PCNA,DTL-A,P18248,Q4V837,E3
PCNA,DTL-B,P18248,Q6GPU3,E3
DSH,KLHL12,-,Q6NRH0,E3
MDM2,MDM2,P56273,P56273,E3
DLL1.L,MIB1,Q91902,Q6GNY1,E3
DLL1.L,MIB2.S,Q91902,B1WBC4,E3
CLCN5.L,NEDD4L.S,Q9PWK7,Q6GMD5,E3
DLL1.L,NEURL1.L,Q91902,Q8UVQ6,E3
PCNA,PAXIP1,P18248,Q90WJ3,E3
SNAI2,PPA,Q91924,-,E3
ZEB2.S,PPA,Q5U4S2,-,E3
TWIST,PPA,-,-,E3
-,RAG1,P84233,Q91829,E3
-,RAG1,Q6PI79,Q91829,E3
CCNB1,ZC3HC1,P13350,Q6P7H4,E3
CD4,LAP,Q08339,Q6TV02,E3
CD4,5L,P01730,Q9DHV7,E3
DAR2,UBP13,Q0WSN2,Q84WU2,DUB
NAC92,UBP13,Q9FKA0,Q84WU2,DUB
CEP-1,CYLD-1,Q20646,Q7JMS4,DUB
FIB-1,USP-33,Q22053,Q93875,DUB
GLR-1,USP-46,P34299,P34547,DUB
UNC-101,CYLD-1,P35602,Q7JMS4,DUB
CHMP1,USP8,Q95SH2,Q9VDD8,DUB
HIS2A:CG33865,CALYPSO,P84051,Q7K5N4,DUB
HIS2AV,CALYPSO,P08985,Q7K5N4,DUB
HIS2B:CG33910,NIPPED-A,P02283,Q8I8U7,DUB
YKI,USP10,Q45VV3,Q9W0L7,DUB
MARF,USP8,Q7YU24,Q9VDD8,DUB
BBS4,USP38,Q05AN5,F1RBA1,DUB
PIAS4A,USP18,F1R4C4,E7EYZ1,DUB
SMAD4A,USP4,F1QS48,E7EZD6,DUB
DDX58,USP3,O95786,Q9Y6I4,DUB
TOPBP1,USP13,Q92547,Q92995,DUB
ARMC5,USP7,Q96C12,Q93009,DUB
GJA1,USP8,P17302,P40818,DUB
FOSL1,USP21,P15407,Q9UK80,DUB
TTK,USP9X,P33981,Q93008,DUB
RPS27A,USP16,P62979,Q9Y5T5,DUB
GABARAP,ATXN3,O95166,P54252,DUB
ESR1,USP1,P03372,O94782,DUB
ISG15,USP18,P05161,Q9UMW8,DUB
MAF,USP7,O75444,Q93009,DUB
MAP1LC3C,ATXN3,Q9BXW4,P54252,DUB
RIPK1,USP21,Q13546,Q9UK80,DUB
AR,USP26,P10275,Q9BXU7,DUB
EGFR,USP22,P00533,Q9UPT9,DUB
TRAF3,USP19,Q13114,O94966,DUB
PRKN,ATXN3,O60260,P54252,DUB
TRAF6,OTUB2,Q9Y4K3,Q96DC9,DUB
RB1,USP4,P06400,Q13107,DUB
DDX58,CYLD,O95786,Q9NQC7,DUB
TRAF6,USP4,Q9Y4K3,Q13107,DUB
STUB1,ATXN3,Q9UNE7,P54252,DUB
XRCC5,OTUD5,P13010,Q96G74,DUB
EGFR,STAMBP,P00533,O95630,DUB
BCL9,USP9X,O00512,Q93008,DUB
CDC25A,USP7,P30304,Q93009,DUB
STK11,BAP1,Q15831,Q92560,DUB
SOCS1,USP7,O15524,Q93009,DUB
STAM,USP8,Q92783,P40818,DUB
TP53,USP4,P04637,Q13107,DUB
FBXW7,USP28,Q969H0,Q96RU2,DUB
NFKB1,UCHL1,P19838,P09936,DUB
PPP1CA,USP11,P62136,P51784,DUB
MAVS,OTUD4,Q7Z434,Q01804,DUB
ACLY,USP13,P53396,Q92995,DUB
ADRB2,USP20,P07550,Q9Y2K6,DUB
ADRB2,USP33,P07550,Q8TEY7,DUB
CDC25A,USP3,P30304,Q9Y6I4,DUB
APC,USP15,P25054,Q9Y4E8,DUB
CTNNB1,USP9X,P35222,Q93008,DUB
ARRB1,USP33,P49407,Q8TEY7,DUB
ASXL1,USP7,Q8IXJ9,Q93009,DUB
AURKA,USP2,O14965,O75604,DUB
MITF,USP13,O75030,Q92995,DUB
SNTG2,VCPIP1,Q9NY99,Q96JH7,DUB
NUMA1,BRCC3,Q14980,P46736,DUB
CDC20,USP44,Q12834,Q9H0E7,DUB
DDX58,USP4,O95786,Q13107,DUB
STMN1,USP9X,P16949,Q93008,DUB
AURKA,OTUD6A,O14965,Q7L8S5,DUB
AURKA,USP7,O14965,Q93009,DUB
PHLPP1,USP46,O60346,P62068,DUB
SLC5A7,UCHL1,Q9GZV3,P09936,DUB
MAPT,OTUB1,P10636,Q96FW1,DUB
AURKB,USP35,Q96GD4,Q9P2H5,DUB
AURKB,USP39,Q96GD4,Q53GS9,DUB
SNAI1,USP1,O95863,O94782,DUB
CUL4A,COPS5,Q13619,Q92905,DUB
DHX33,USP36,Q9H6R0,Q9P275,DUB
EZH2,USP36,Q15910,Q9P275,DUB
SYVN1,USP19,Q86TM6,O94966,DUB
NLRP6,CYLD,P59044,Q9NQC7,DUB
TRAF6,CYLD,Q9Y4K3,Q9NQC7,DUB
ERBB3,USP8,P21860,P40818,DUB
TRAF3,OTUD7B,Q13114,Q6GQQ9,DUB
PPIA,USP4,P62937,Q13107,DUB
TRAF3,OTUB1,Q13114,Q96FW1,DUB
NOX4,CYLD,Q9NPH5,Q9NQC7,DUB
RHEB,ATXN3,Q15382,P54252,DUB
BMI1,USP22,P35226,Q9UPT9,DUB
AURKB,USP14,Q96GD4,P54578,DUB
BAD,ATXN3,Q92934,P54252,DUB
BAX,ATXN3,Q07812,P54252,DUB
PRKAA1,USP10,Q13131,Q14694,DUB
FKBP5,USP49,Q13451,Q70CQ1,DUB
IKBKG,USP18,Q9Y6K9,Q9UMW8,DUB
BECN1,ATXN3,Q14457,P54252,DUB
GLI1,USP48,P08151,Q86UV5,DUB
FKBP4,USP49,Q02790,Q70CQ1,DUB
BECN1,USP19,Q14457,O94966,DUB
YAP1,USP7,P46937,Q93009,DUB
ESR1,OTUB1,P03372,Q96FW1,DUB
SPRTN,USP11,Q9H040,P51784,DUB
BMI1,USP11,P35226,P51784,DUB
GRB2,PSMD14,P62993,O00487,DUB
BMI1,USP7,P35226,Q93009,DUB
BMPR1A,USP15,P36894,Q9Y4E8,DUB
EGLN3,USP9X,Q9H6Z9,Q93008,DUB
BRAF,USP28,P15056,Q96RU2,DUB
BRAP,USP15,Q7Z569,Q9Y4E8,DUB
BRCA1,BAP1,P38398,Q92560,DUB
SMAD7,CYLD,O15105,Q9NQC7,DUB
BRCA2,USP11,P51587,P51784,DUB
NR3C1,USP19,P04150,O94966,DUB
EZH2,USP7,Q15910,Q93009,DUB
RIPK2,TNFAIP3,O43353,P21580,DUB
RIPK2,CYLD,O43353,Q9NQC7,DUB
KLF5,BAP1,Q13887,Q92560,DUB
RIPK1,USP4,Q13546,Q13107,DUB
BRD4,USP17L2,O60885,Q6R6M4,DUB
BUB3,USP7,O43684,Q93009,DUB
SNAI2,USP20,O43623,Q9Y2K6,DUB
ZEB1,USP39,P37275,Q53GS9,DUB
KLF4,USP10,O43474,Q14694,DUB
SNAI1,PSMD14,O95863,O00487,DUB
MFN2,USP30,O95140,Q70CQ3,DUB
BIRC2,OTUB1,Q13490,Q96FW1,DUB
CACNA1H,USP5,O95180,P45974,DUB
CASP3,USP15,P42574,Q9Y4E8,DUB
CTNNB1,USP5,P35222,P45974,DUB
DDX58,USP17L2,O95786,Q6R6M4,DUB
SMURF1,OTUD1,Q9HCE7,Q5VV17,DUB
CASP8,TNFAIP3,Q14790,P21580,DUB
UBL4A,USP13,P11441,Q92995,DUB
SNAI1,TRIM2,O95863,Q9C040,DUB
FOXM1,USP21,Q08050,Q9UK80,DUB
LGMN,USP17L2,Q99538,Q6R6M4,DUB
CCNA2,USP37,P20248,Q86T82,DUB
SMAD7,USP26,O15105,Q9BXU7,DUB
CCNB1,USP14,P14635,P54578,DUB
CCND1,USP2,P24385,O75604,DUB
MAD2L1,USP44,Q13257,Q9H0E7,DUB
CCNE1,USP28,P24864,Q96RU2,DUB
CCT4,USP25,P50991,Q9UHP3,DUB
CDC16,OTUD7B,Q13042,Q6GQQ9,DUB
YAP1,MINDY1,P46937,Q8N5J2,DUB
CDH1,USP47,P12830,Q96K76,DUB
SOCS1,JOSD1,O15524,Q15040,DUB
SNAI1,EIF3H,O95863,O15372,DUB
JAK2,BRCC3,O60674,P46736,DUB
CDH1,USP9X,P12830,Q93008,DUB
CDKN1B,USP37,P46527,Q86T82,DUB
RIPK3,TNFAIP3,Q9Y572,P21580,DUB
PEX5,USP9X,P50542,Q93008,DUB
CFTR,USP10,P13569,Q14694,DUB
RBBP8,PAN2,Q99708,Q504Q3,DUB
CHEK1,USP7,O14757,Q93009,DUB
TRAF2,USP4,Q12933,Q13107,DUB
NTRK2,UCHL1,Q16620,P09936,DUB
SLC22A6,USP8,Q4U2R8,P40818,DUB
HCFC1,BAP1,P51610,Q92560,DUB
ATG13,OTULIN,O75143,Q96BN8,DUB
EIF4G2,ATXN3,P78344,P54252,DUB
MST1,USP46,P26927,P62068,DUB
SHANK3,USP8,Q9BYB0,P40818,DUB
PPM1A,USP33,P35813,Q8TEY7,DUB
PDPK1,USP4,O15530,Q13107,DUB
TRAF6,TNFAIP3,Q9Y4K3,P21580,DUB
BCL3,CYLD,P20749,Q9NQC7,DUB
MYC,USP13,P01106,Q92995,DUB
CD3D,USP25,P04234,Q9UHP3,DUB
CHEK2,USP28,O96017,Q96RU2,DUB
CHFR,USP7,Q96EP1,Q93009,DUB
SMAD1,UCHL3,Q15797,P15374,DUB
CEP131,USP9X,Q9UPN4,Q93008,DUB
PRPF19,UCHL5,Q9UMS4,Q9Y5K5,DUB
SYK,USP10,P43405,Q14694,DUB
SNAI1,USP37,O95863,Q86T82,DUB
NOS2,UCHL5,P35228,Q9Y5K5,DUB
CHUK,USP11,O15111,P51784,DUB
CHUK,USP15,O15111,Q9Y4E8,DUB
YAP1,OTUD1,P46937,Q5VV17,DUB
KDM4C,USP9X,Q9H3R0,Q93008,DUB
UVSSA,USP7,Q2YD98,Q93009,DUB
CLSPN,USP29,Q9HAW4,Q9HBJ7,DUB
CXCR4,USP14,P61073,P54578,DUB
CLSPN,USP28,Q9HAW4,Q96RU2,DUB
NLRP3,USP13,Q96P20,Q92995,DUB
SNAI1,USP26,O95863,Q9BXU7,DUB
TRAF6,USP5,Q9Y4K3,P45974,DUB
CLSPN,USP20,Q9HAW4,Q9Y2K6,DUB
CLSPN,USP3,Q9HAW4,Q9Y6I4,DUB
NFKB1,PCDHB3,P19838,Q9Y5E6,DUB
CLSPN,USP7,Q9HAW4,Q93009,DUB
NR2C2,CYLD,P49116,Q9NQC7,DUB
CTNNBIP1,USP7,Q9NSA3,Q93009,DUB
XPC,OTUD4,Q01831,Q01804,DUB
CXCL8,UCHL1,P10145,P09936,DUB
DAXX,USP7,Q9UER7,Q93009,DUB
TRAF6,USP25,Q9Y4K3,Q9UHP3,DUB
CD274,COPS5,Q9NZQ7,Q92905,DUB
RORC,USP15,P51449,Q9Y4E8,DUB
TGFBR2,USP11,P37173,P51784,DUB
DDI1,USP9X,Q8WTU0,Q93008,DUB
UIMC1,USP13,Q96RL1,Q92995,DUB
DDX58,USP21,O95786,Q9UK80,DUB
DLG4,CYLD,P78352,Q9NQC7,DUB
DNMT1,USP7,P26358,Q93009,DUB
DVL2,USP14,O14641,P54578,DUB
ARNTL,USP9X,O00327,Q93008,DUB
MARCHF7,USP7,Q9H992,Q93009,DUB
EGFR,OTUD7B,P00533,Q6GQQ9,DUB
SLC9A3,USP10,P48764,Q14694,DUB
EGFR,USP8,P00533,P40818,DUB
EIF4B,USP9X,P23588,Q93008,DUB
ARHGEF12,CYLD,Q9NZN5,Q9NQC7,DUB
NLRP3,BRCC3,Q96P20,P46736,DUB
TP53,OTUD3,P04637,Q5T2D3,DUB
ELOVL6,USP14,Q9H5J4,P54578,DUB
ELOVL6,USP2,Q9H5J4,O75604,DUB
ERCC6,USP7,Q03468,Q93009,DUB
ESRRA,USP7,P11474,Q93009,DUB
F2RL1,STAMBP,P55085,O95630,DUB
SIRT7,USP7,Q9NRC8,Q93009,DUB
TRAF6,USP10,Q9Y4K3,Q14694,DUB
AR,USP14,P10275,P54578,DUB
F2RL1,USP8,P55085,P40818,DUB
FANCD2,USP1,Q9BXW9,O94782,DUB
KLF4,ATXN3,O43474,P54252,DUB
MYCN,USP7,P04198,Q93009,DUB
FBP1,USP22,P09467,Q9UPT9,DUB
TRAF3,OTUB2,Q13114,Q96DC9,DUB
FOXM1,USP5,Q08050,P45974,DUB
PRPF31,USP4,Q8WWY3,Q13107,DUB
FOXO1,USP7,Q12778,Q93009,DUB
FOXO3,USP7,O43524,Q93009,DUB
SMAD1,USP15,Q15797,Q9Y4E8,DUB
FOXO4,USP7,P98177,Q93009,DUB
HECTD1,ZRANB1,Q9ULT8,Q9UGI0,DUB
GABBR1,USP14,Q9UBS5,P54578,DUB
GATA3,USP21,P23771,Q9UK80,DUB
NTRK1,USP8,P04629,P40818,DUB
GLI2,OTUB2,P10070,Q96DC9,DUB
GPSM1,USP9X,Q86YR5,Q93008,DUB
RAD51,UCHL3,Q06609,P15374,DUB
BACE1,USP8,P56817,P40818,DUB
USP10,USP13,Q14694,Q92995,DUB
SKP2,USP13,Q13309,Q92995,DUB
UBE2E1,OTUB1,P51965,Q96FW1,DUB
GRIA1,USP8,P42261,P40818,DUB
GRIA1,USP46,P42261,P62068,DUB
NFKBIA,USP15,P25963,Q9Y4E8,DUB
IL6,UCHL1,P05231,P09936,DUB
SQSTM1,USP15,Q13501,Q9Y4E8,DUB
NOX4,UCHL1,Q9NPH5,P09936,DUB
NFE2L2,USP11,Q16236,P51784,DUB
TBK1,USP15,Q9UHD2,Q9Y4E8,DUB
FOXP3,USP7,Q9BZS1,Q93009,DUB
NR2C2,USP18,P49116,Q9UMW8,DUB
CTNNB1,OTUD7B,P35222,Q6GQQ9,DUB
TP53,USP3,P04637,Q9Y6I4,DUB
MYC,USP33,P01106,Q8TEY7,DUB
GRIN1,USP6,Q05586,P35125,DUB
H2BC21,USP7,Q16778,Q93009,DUB
MFN2,USP15,O95140,Q9Y4E8,DUB
STAT3,USP28,P40763,Q96RU2,DUB
IGF2BP3,USP11,O00425,P51784,DUB
TET2,USP15,Q6N021,Q9Y4E8,DUB
SKP2,USP10,Q13309,Q14694,DUB
ULK1,USP1,O75385,O94782,DUB
GRIN3A,USP6,A2AIR5,P35125,DUB
MCPH1,USP8,Q8NEM0,P40818,DUB
HDAC2,USP4,Q92769,Q13107,DUB
H2AFX,BAP1,P16104,Q92560,DUB
H2AFX,USP17L2,P16104,Q6R6M4,DUB
OGT,BAP1,O15294,Q92560,DUB
CEP55,USP9X,Q53EZ4,Q93008,DUB
SNX3,USP10,O60493,Q14694,DUB
PRPF3,USP4,O43395,Q13107,DUB
MAF,USP5,O75444,P45974,DUB
CTNNB1,USP14,P35222,P54578,DUB
AKT1,CYLD,P31749,Q9NQC7,DUB
CDKN2C,CYLD,P42773,Q9NQC7,DUB
YWHAQ,BAP1,P27348,Q92560,DUB
MAP3K7,USP18,O43318,Q9UMW8,DUB
IRS2,USP9X,Q9Y4H2,Q93008,DUB
TP53,USP28,P04637,Q96RU2,DUB
H2AFX,USP11,P16104,P51784,DUB
H2AFX,USP3,P16104,Q9Y6I4,DUB
STING1,MYSM1,Q86WV6,Q5VVJ2,DUB
H2AFX,BRCC3,P16104,P46736,DUB
H2AFZ,USP10,P0C0S5,Q14694,DUB
HDAC2,USP19,Q92769,O94966,DUB
HIF1A,USP28,Q16665,Q96RU2,DUB
KLF5,USP3,Q13887,Q9Y6I4,DUB
CHEK1,ATXN3,O14757,P54252,DUB
HIF1A,USP8,Q16665,P40818,DUB
RCE1,USP17L2,Q9Y256,Q6R6M4,DUB
CALCOCO2,TNFAIP3,Q13137,P21580,DUB
FTO,USP18,Q9C0B1,Q9UMW8,DUB
NTRK1,CYLD,P04629,Q9NQC7,DUB
CHEK1,USP3,O14757,Q9Y6I4,DUB
NOTCH1,USP7,P46531,Q93009,DUB
L3MBTL1,OTUB2,Q9Y468,Q96DC9,DUB
HIST1H2AE,USP48,P04908,Q86UV5,DUB
HIST1H2AM,BAP1,P0C0S8,Q92560,DUB
HIST1H2AM,BRCC3,P0C0S8,P46736,DUB
HIST1H2AM,MYSM1,P0C0S8,Q5VVJ2,DUB
JUN,USP28,P05412,Q96RU2,DUB
PTEN,OTUD3,P60484,Q5T2D3,DUB
HIST1H2AM,USP22,P0C0S8,Q9UPT9,DUB
RBL2,USP4,Q08999,Q13107,DUB
ZEB1,USP51,P37275,Q70EK9,DUB
HIST1H2AM,USP26,P0C0S8,Q9BXU7,DUB
HIST1H2AM,USP16,P0C0S8,Q9Y5T5,DUB
HIST1H2AM,USP37,P0C0S8,Q86T82,DUB
PTEN,USP49,P60484,Q70CQ1,DUB
RICTOR,USP9X,Q6R327,Q93008,DUB
HIST1H2AM,USP21,P0C0S8,Q9UK80,DUB
HIST1H2AM,USP44,P0C0S8,Q9H0E7,DUB
CTNNB1,USP15,P35222,Q9Y4E8,DUB
HIST1H2AM,USP12,P0C0S8,O75317,DUB
HIST1H2AM,USP3,P0C0S8,Q9Y6I4,DUB
SNAI1,USP18,O95863,Q9UMW8,DUB
FBP1,USP44,P09467,Q9H0E7,DUB
WT1,USP5,P19544,P45974,DUB
HIST1H2BI,USP10,P62807,Q14694,DUB
HIST1H2BI,USP15,P62807,Q9Y4E8,DUB
HIST1H2BI,USP3,P62807,Q9Y6I4,DUB
HIST1H2BI,USP22,P62807,Q9UPT9,DUB
TBK1,CYLD,Q9UHD2,Q9NQC7,DUB
HIST1H2BI,USP42,P62807,Q9H9J4,DUB
CNTN2,CYLD,Q02246,Q9NQC7,DUB
MAP2K2,USP21,P36507,Q9UK80,DUB
MDM2,USP12,Q00987,O75317,DUB
ITCH,YOD1,Q96J02,Q5VVQ6,DUB
SLC7A11,OTUB1,Q9UPY5,Q96FW1,DUB
PIK3C3,ZRANB1,Q8NEB9,Q9UGI0,DUB
CDC25A,USP17L2,P30304,Q6R6M4,DUB
COPS5,USP22,Q92905,Q9UPT9,DUB
HIST1H2BI,USP27X,P62807,A6NNY8,DUB
HIST1H2BI,USP7,P62807,Q93009,DUB
HIST1H2BI,USP49,P62807,Q70CQ1,DUB
RNF115,USP9X,Q9Y4L5,Q93008,DUB
HDAC2,USP17L30,Q92769,Q0WX57,DUB
RORC,USP17L30,P51449,Q0WX57,DUB
MIB2,CYLD,Q96AX9,Q9NQC7,DUB
SUDS3,USP17L30,Q9H7L9,Q0WX57,DUB
HIST1H2BI,USP12,P62807,O75317,DUB
HIST1H2BI,USP51,P62807,Q70EK9,DUB
HIST2H2AA4,BAP1,Q6FI13,Q92560,DUB
BECN1,TNFAIP3,Q14457,P21580,DUB
RCE1,USP17L30,Q9Y256,Q0WX57,DUB
MARVELD2,USP25,Q8N4S9,Q9UHP3,DUB
STING1,USP44,Q86WV6,Q9H0E7,DUB
CD274,USP22,Q9NZQ7,Q9UPT9,DUB
HIST2H2AA4,USP48,Q6FI13,Q86UV5,DUB
HIST2H2AC,USP12,Q16777,O75317,DUB
E2F1,USP11,Q01094,P51784,DUB
HIST2H2AC,USP29,Q16777,Q9HBJ7,DUB
TRAF6,USP20,Q9Y4K3,Q9Y2K6,DUB
LRP6,USP19,O75581,O94966,DUB
TAZ,USP1,Q16635,O94782,DUB
PIK3C3,USP13,Q8NEB9,Q92995,DUB
BIRC3,USP19,Q13489,O94966,DUB
PCM1,USP9X,Q15154,Q93008,DUB
TUFM,USP5,P49411,P45974,DUB
BIRC2,USP19,Q13490,O94966,DUB
HIST2H2AC,USP51,Q16777,Q70EK9,DUB
DUSP6,TRIM11,Q16828,Q96F44,DUB
DNM1L,OTUD6A,O00429,Q7L8S5,DUB
ROBO1,USP33,Q9Y6N7,Q8TEY7,DUB
HIST2H2AC,USP3,Q16777,Q9Y6I4,DUB
RIPK1,USP2,Q13546,O75604,DUB
RIPK1,OTUD7B,Q13546,Q6GQQ9,DUB
TRAF2,USP2,Q12933,O75604,DUB
HIST2H2AC,USP21,Q16777,Q9UK80,DUB
CRY1,USP2,Q16526,O75604,DUB
LDLR,USP8,P01130,P40818,DUB
TRAF5,USP25,O00463,Q9UHP3,DUB
TAAR1,USP14,Q96RJ0,P54578,DUB
HIST2H2AC,USP22,Q16777,Q9UPT9,DUB
FAS,USP2,P25445,O75604,DUB
EWSR1,USP19,Q01844,O94966,DUB
HIST2H2AC,USP46,Q16777,P62068,DUB
NFE2L2,USP17L2,Q16236,Q6R6M4,DUB
TRAF2,ZC3H12A,Q12933,Q5D1E8,DUB
HIST2H2AC,USP44,Q16777,Q9H0E7,DUB
FASN,USP2,P49327,O75604,DUB
SCNN1A,USP2,P37088,O75604,DUB
HIST2H2AC,BAP1,Q16777,Q92560,DUB
HIST2H2AC,MYSM1,Q16777,Q5VVJ2,DUB
PTEN,USP10,P60484,Q14694,DUB
HIST2H2AC,USP16,Q16777,Q9Y5T5,DUB
HIST2H2BE,USP16,Q16778,Q9Y5T5,DUB
SUZ12,USP3,Q15022,Q9Y6I4,DUB
HIST2H2BE,USP46,Q16778,P62068,DUB
HUWE1,USP4,Q7Z6Z7,Q13107,DUB
HIST2H2BE,USP3,Q16778,Q9Y6I4,DUB
DDB2,USP24,Q92466,Q9UPU5,DUB
HIST2H2BE,USP22,Q16778,Q9UPT9,DUB
MCL1,USP13,Q07820,Q92995,DUB
SMAD2,OTUB1,Q15796,Q96FW1,DUB
HIST2H2BE,USP36,Q16778,Q9P275,DUB
BAZ2A,USP21,Q9UIF9,Q9UK80,DUB
ERCC1,USP45,P07992,Q70EL2,DUB
HIST2H2BE,USP44,Q16778,Q9H0E7,DUB
SMAD4,USP4,Q13485,Q13107,DUB
KDM1A,USP38,O60341,Q8NB14,DUB
BECN1,USP13,Q14457,Q92995,DUB
HIST2H2BE,USP12,Q16778,O75317,DUB
HIST2H2BE,USP49,Q16778,Q70CQ1,DUB
HIST2H2BE,USP15,Q16778,Q9Y4E8,DUB
HLTF,USP7,Q14527,Q93009,DUB
TAB1,USP18,Q15750,Q9UMW8,DUB
ID1,USP1,P41134,O94782,DUB
ID2,USP1,Q02363,O94782,DUB
FOXM1,MINDY4,Q08050,Q4G0A6,DUB
ID3,USP1,Q02535,O94782,DUB
ALDH1A3,USP9X,P47895,Q93008,DUB
IGF1R,OTUD7B,P08069,Q6GQQ9,DUB
TGFBR1,CYLD,P36897,Q9NQC7,DUB
RAF1,USP10,P04049,Q14694,DUB
IKBKB,USP11,O14920,P51784,DUB
IKBKB,USP14,O14920,P54578,DUB
RPS3,USP10,P23396,Q14694,DUB
IKBKG,TNFAIP3,Q9Y6K9,P21580,DUB
LPAR1,USP11,Q92633,P51784,DUB
PTCH1,ATXN3,Q13635,P54252,DUB
EPG5,USP8,Q9HCE0,P40818,DUB
IKBKG,USP10,Q9Y6K9,Q14694,DUB
